aX,aY,aZ,gX,gY,gZ
0.301,0.941,0.037,-36.282,45.885,-69.427
0.275,0.940,0.101,-34.237,48.947,-74.794
0.204,0.956,0.145,-27.130,48.580,-77.718
0.146,0.982,0.138,-20.511,49.099,-74.565
0.128,0.986,0.135,-16.565,49.756,-69.847
0.134,0.991,0.123,-12.809,53.206,-64.885
0.148,0.979,0.099,-10.809,56.626,-62.992
0.123,0.977,0.100,-11.779,56.534,-63.198
0.067,0.984,0.106,-13.779,51.221,-60.206
0.005,0.999,0.113,-13.305,41.176,-50.718
-0.018,1.007,0.124,-14.099,32.931,-38.015
0.003,1.008,0.144,-12.321,25.267,-25.611
0.056,1.000,0.154,-7.870,22.023,-16.794
0.139,0.973,0.135,-4.511,21.748,-14.863
0.186,0.950,0.131,-2.542,21.618,-21.023
0.143,0.961,0.109,-2.794,22.634,-27.519
0.090,0.984,0.100,-3.908,26.405,-28.168
0.050,1.004,0.101,-4.603,27.649,-22.626
0.068,0.987,0.114,-5.519,24.908,-18.046
0.063,0.984,0.135,-6.137,17.817,-15.076

-0.477,1.137,0.230,19.908,-9.534,91.870
-0.705,1.164,0.340,23.603,-27.756,144.756
-0.947,1.075,0.408,45.908,-44.504,218.924
-0.970,0.892,0.369,74.626,-53.214,250.130
-0.682,0.623,0.260,105.847,-46.855,250.130
-0.083,0.339,0.008,130.038,-27.328,250.130
0.556,0.139,-0.264,128.740,4.527,250.130
0.958,0.133,-0.383,99.702,7.786,250.130
1.341,0.200,-0.467,65.260,-4.183,250.130
1.596,0.240,-0.500,30.000,-8.672,246.565
1.745,0.289,-0.492,3.992,7.351,173.092
1.664,0.352,-0.389,-19.527,30.244,97.069
1.340,0.442,-0.146,-36.542,31.237,43.313
1.076,0.519,0.039,-35.160,30.198,20.176
0.967,0.559,0.121,-26.893,19.519,14.061
1.032,0.562,0.120,-13.504,14.779,11.687
1.182,0.511,0.069,-5.305,11.351,0.427
1.293,0.491,0.034,-4.473,3.183,-19.023
1.347,0.473,0.013,-12.710,-13.191,-43.397
1.332,0.479,0.001,-25.366,-34.061,-70.931
1.268,0.458,-0.019,-35.221,-46.748,-97.756
1.170,0.465,-0.038,-39.908,-49.947,-121.794
1.004,0.462,-0.076,-42.649,-47.137,-140.450
0.832,0.537,-0.116,-48.992,-38.305,-152.260
0.677,0.592,-0.098,-59.145,-34.992,-152.855
0.579,0.653,-0.040,-65.489,-33.198,-147.748
0.488,0.692,0.010,-62.557,-31.389,-139.824
0.420,0.759,0.026,-55.427,-24.153,-129.435
0.397,0.823,0.057,-46.977,-14.718,-118.496
0.400,0.842,0.052,-37.061,-2.557,-109.229
0.418,0.851,0.045,-28.130,10.084,-105.725
0.431,0.847,0.042,-21.092,22.947,-105.290
0.460,0.875,0.061,-19.565,29.664,-111.809
0.389,0.865,0.081,-17.206,28.817,-116.885
0.314,0.895,0.086,-13.412,28.580,-117.641
0.235,0.920,0.066,-11.771,26.519,-113.779
0.170,0.922,0.052,-12.443,21.382,-106.588
0.159,0.942,0.038,-14.137,17.267,-97.565
0.178,0.953,0.010,-16.305,18.542,-91.214
0.156,0.945,0.032,-19.122,20.710,-83.733
0.207,0.938,0.002,-20.237,24.458,-80.802
0.167,0.943,0.017,-23.718,26.130,-79.725
0.118,0.968,0.050,-27.511,23.832,-74.870
0.090,0.982,0.094,-25.870,22.916,-68.870
0.051,0.986,0.123,-18.954,24.229,-59.794
0.061,1.000,0.130,-13.153,28.183,-49.779
0.056,0.979,0.142,-7.046,27.015,-40.008
0.067,0.980,0.126,-3.618,22.092,-34.160
0.063,0.983,0.103,-3.969,15.481,-29.214
0.053,0.994,0.108,-6.023,9.748,-23.137

-0.482,1.115,0.250,30.931,10.244,76.947
-0.767,1.182,0.315,40.809,-9.023,130.221
-1.065,1.107,0.369,59.244,-40.863,210.550
-1.032,0.889,0.293,83.481,-69.458,250.130
-0.500,0.598,0.065,106.489,-53.366,250.130
0.300,0.404,-0.213,107.008,14.832,250.130
0.766,0.324,-0.240,79.122,56.427,250.130
1.158,0.353,-0.226,46.168,59.260,250.130
1.472,0.430,-0.156,23.725,47.786,189.679
1.448,0.522,-0.130,17.031,42.008,109.695
1.260,0.596,-0.115,12.496,42.107,60.718
1.062,0.621,-0.049,8.252,39.939,33.664
0.972,0.641,-0.006,2.244,32.718,19.122
1.000,0.630,0.021,-2.565,27.321,5.992
1.125,0.614,0.041,-7.130,19.275,-8.863
1.217,0.591,0.054,-8.160,8.298,-31.542
1.254,0.587,0.021,-14.679,-11.244,-53.954
1.304,0.544,-0.020,-26.977,-28.221,-81.695
1.224,0.539,-0.044,-38.534,-36.107,-114.000
1.092,0.552,-0.021,-49.618,-40.252,-139.756
0.977,0.563,0.005,-56.420,-42.649,-160.374
0.762,0.593,0.045,-57.053,-44.985,-174.931
0.571,0.667,0.059,-54.153,-40.321,-177.015
0.406,0.731,0.053,-52.328,-33.870,-170.534
0.323,0.784,0.066,-50.679,-28.099,-160.069
0.231,0.834,0.063,-49.038,-23.573,-147.595
0.169,0.883,0.073,-46.832,-17.977,-132.809
0.116,0.919,0.077,-43.870,-12.321,-116.206
0.107,0.942,0.086,-36.573,-2.321,-99.710
0.109,0.977,0.107,-31.687,13.252,-86.969
0.141,0.984,0.171,-24.924,23.092,-76.183
0.165,0.956,0.204,-14.046,21.733,-71.832
0.141,0.958,0.184,-7.443,17.031,-70.634
0.093,0.977,0.140,-6.374,15.878,-66.809
0.037,0.977,0.119,-9.969,13.053,-60.038
0.009,0.998,0.127,-11.931,8.534,-49.611
0.018,0.993,0.130,-10.992,10.122,-38.359
0.030,0.986,0.129,-10.672,10.153,-26.870
0.093,0.984,0.144,-7.878,13.099,-21.290
0.130,0.979,0.151,-5.527,16.382,-18.817
0.141,0.970,0.147,-4.573,14.924,-18.885
0.136,0.974,0.139,-2.878,13.496,-17.756
0.115,0.984,0.124,-3.015,9.779,-16.198
0.117,0.968,0.118,-3.366,6.099,-13.160
0.109,0.968,0.111,-4.282,2.435,-8.427
0.136,0.966,0.110,-3.809,0.901,-5.740
0.167,0.959,0.103,-3.878,-0.817,-6.580
0.152,0.964,0.104,-4.832,0.481,-7.221
0.162,0.969,0.107,-5.092,0.565,-6.695
0.162,0.961,0.121,-4.550,2.443,-7.847

-0.462,1.134,0.253,51.176,37.725,106.061
-0.765,1.158,0.323,61.229,40.397,159.092
-0.825,1.057,0.312,84.779,49.489,234.603
-0.534,0.819,0.190,97.748,52.115,250.130
-0.149,0.585,0.024,94.588,50.237,250.130
0.209,0.474,-0.124,75.450,46.939,250.130
0.540,0.427,-0.214,53.672,57.794,250.130
0.861,0.407,-0.225,23.489,65.924,250.130
1.185,0.409,-0.134,1.252,54.031,244.267
1.420,0.432,-0.083,-3.672,60.389,184.588
1.463,0.434,0.037,-10.947,38.382,122.786
1.406,0.451,0.105,-3.679,32.855,60.344
1.146,0.551,0.081,-0.687,22.267,23.137
0.983,0.594,0.053,-6.634,15.672,10.756
0.967,0.604,0.062,-15.031,9.137,5.641
1.038,0.570,0.090,-22.191,2.275,-2.916
