aX,aY,aZ,gX,gY,gZ
0.142,0.963,0.300,-8.198,5.092,3.901
0.128,0.954,0.260,-10.481,7.168,-2.389
0.096,0.952,0.259,-13.718,7.588,-6.260
0.067,0.957,0.286,-12.313,6.847,-6.000
0.059,0.950,0.291,-6.863,4.756,-5.679
0.051,0.943,0.253,-3.748,1.137,-6.954
0.033,0.947,0.230,-1.603,0.542,-5.870
0.031,0.948,0.211,-3.000,2.458,-5.679
0.016,0.948,0.229,-4.427,1.947,-5.351
0.008,0.941,0.241,-4.176,2.756,-5.321
-0.001,0.947,0.246,-4.351,3.168,-4.878

0.165,1.080,0.604,26.924,36.206,7.542
0.122,1.124,0.862,59.053,51.878,-2.588
0.112,1.177,1.099,117.855,65.405,0.229
-0.085,0.961,1.338,211.985,55.893,11.611
-0.119,0.818,1.365,250.130,52.076,22.779
-0.208,0.626,1.217,250.130,33.305,41.817
-0.230,0.449,0.920,250.130,-29.420,64.443
-0.092,0.139,0.452,250.130,-66.137,70.176
-0.007,-0.204,-0.254,250.130,-123.145,62.794
0.071,-0.214,-1.250,250.130,-179.450,33.069
0.026,0.133,-2.000,250.130,-196.840,14.328
-0.031,0.110,-2.000,192.221,-86.374,17.573
-0.009,0.157,-2.000,18.496,-13.710,1.290
-0.193,0.232,-1.488,-78.702,7.626,1.305
-0.133,0.332,-0.949,-101.282,4.626,2.313
-0.096,0.433,-0.797,-98.969,1.580,1.954
-0.066,0.504,-0.849,-97.229,-1.931,3.160
-0.031,0.516,-0.995,-115.252,2.176,-1.519
-0.047,0.578,-1.094,-149.282,16.359,-6.366
-0.046,0.641,-1.055,-194.069,26.198,-7.519
-0.009,0.682,-0.953,-244.756,41.969,-9.763
-0.010,0.708,-0.816,-250.137,49.252,-13.679
-0.044,0.740,-0.636,-250.137,56.992,-11.954
-0.119,0.767,-0.316,-250.137,59.015,-5.000
-0.127,0.775,-0.086,-250.137,50.924,7.359
-0.059,0.801,0.166,-250.137,46.641,12.008
