aX,aY,aZ,gX,gY,gZ
-0.764,0.624,0.094,49.481,-31.183,195.679
-0.707,0.654,0.032,41.977,-33.710,193.573
-0.639,0.694,-0.037,35.519,-26.908,191.260
-0.588,0.705,-0.046,31.954,-14.542,189.817
-0.544,0.717,-0.052,28.771,-9.595,188.916
-0.493,0.715,-0.064,26.527,-2.985,187.588
-0.443,0.727,-0.072,24.557,2.649,185.763
-0.411,0.722,-0.053,21.573,1.649,184.252
-0.362,0.764,-0.040,17.603,-3.359,183.344
-0.310,0.749,-0.060,13.405,-4.176,180.924
-0.245,0.787,-0.055,8.962,-2.221,179.198
-0.206,0.808,-0.065,5.847,0.840,176.527
-0.161,0.823,-0.068,4.924,6.336,172.076
-0.115,0.837,-0.063,5.893,11.954,166.206
-0.108,0.844,-0.021,7.824,12.901,160.313
-0.080,0.847,-0.032,10.489,12.237,153.985
-0.062,0.838,-0.032,12.748,12.145,146.962
-0.037,0.861,-0.028,13.565,6.214,142.710
-0.027,0.874,-0.030,12.824,-0.061,137.794
-0.017,0.876,-0.041,11.931,-6.374,131.511
0.021,0.908,-0.023,10.863,-8.893,126.260
0.024,0.912,-0.011,9.573,-6.916,121.588
0.057,0.922,-0.048,7.878,-5.695,118.763
0.054,0.917,-0.026,5.252,-8.023,115.611
0.067,0.927,-0.019,2.725,-11.618,112.397
0.108,0.944,-0.044,-0.603,-13.115,108.031
0.154,0.977,-0.081,-2.420,-9.580,105.603
0.163,0.941,-0.079,-4.481,0.450,102.298
0.177,0.927,-0.006,-4.290,13.229,97.550
0.161,0.954,-0.027,-5.954,18.779,92.504
0.176,0.995,-0.063,-8.031,22.473,90.603
0.157,0.964,-0.045,-8.687,28.695,87.115
0.147,0.952,-0.035,-11.038,31.710,82.130
0.152,0.954,-0.034,-15.008,27.527,74.611
0.158,0.947,0.014,-19.748,18.756,67.992
0.188,0.948,0.001,-22.947,11.939,61.443
0.205,0.950,0.009,-24.061,7.580,56.008
0.235,0.953,0.018,-24.641,6.649,50.214
0.225,0.943,0.031,-24.229,2.481,44.122
0.219,0.935,0.034,-22.504,-3.756,36.802
0.245,0.933,0.022,-20.031,-8.550,29.176
0.244,0.929,0.032,-18.084,-8.122,21.176
0.241,0.944,0.031,-16.565,-8.092,12.687
0.240,0.957,0.030,-16.382,-9.031,5.076
